Paragraph,CF – Contribution flow,CT – Choose a task,FM – Find a mentor,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,University,Author,Filename,Paragraph Index,Document
"Glide's primary focus is on making scrolling any kind of a list of images as smooth and fast as possible, but Glide is
also effective for almost any case where you need to fetch, resize, and display a remote image.",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,6,README
"Download
--------
For detailed instructions and requirements, see Glide's [download and setup docs page][28].

You can download a jar from GitHub's [releases page][1].",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,7,README
"Or use Gradle:

```gradle
repositories {
  mavenCentral()
  google()
}

dependencies {
  implementation 'com.github.bumptech.glide:glide:4.9.0'
  annotationProcessor 'com.github.bumptech.glide:compiler:4.9.0'
}
```

Or Maven:

```xml
<dependency>
  <groupId>com.github.bumptech.glide</groupId>
  <artifactId>glide</artifactId>
  <version>4.9.0</version>
</dependency>
<dependency>
  <groupId>com.github.bumptech.glide</groupId>
  <artifactId>compiler</artifactId>
  <version>4.9.0</version>
  <optional>true</optional>
</dependency>
```
",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,8,README
"For info on using the bleeding edge, see the [Snapshots][17] docs page.",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,9,README
"ProGuard
--------
Depending on your ProGuard (DexGuard) config and usage, you may need to include the following lines in your proguard.cfg (see the [Download and Setup docs page][25] for more details):

```pro
-keep public class * implements com.bumptech.glide.module.GlideModule
-keep public class * extends com.bumptech.glide.module.AppGlideModule
-keep public enum com.bumptech.glide.load.ImageHeaderParser$** {
  **[] $VALUES;
  public *;
}

# for DexGuard only
-keepresourcexmlelements manifest/application/meta-data@value=GlideModule
```",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,10,README
"How do I use Glide?
-------------------
Check out the [documentation][20] for pages on a variety of topics, and see the [javadocs][3].

For Glide v3, see the [wiki][2].

Simple use cases will look something like this:

```java
// For a simple view:
@Override public void onCreate(Bundle savedInstanceState) {
  ...
  ImageView imageView = (ImageView) findViewById(R.id.my_image_view);

  Glide.with(this).load(""http://goo.gl/gEgYUd"").into(imageView);
}

// For a simple image list:
@Override public View getView(int position, View recycled, ViewGroup container) {
  final ImageView myImageView;
  if (recycled == null) {
    myImageView = (ImageView) inflater.inflate(R.layout.my_image_view, container, false);
  } else {
    myImageView = (ImageView) recycled;
  }

  String url = myUrls.get(position);

  Glide
    .with(myFragment)
    .load(url)
    .centerCrop()
    .placeholder(R.drawable.loading_spinner)
    .into(myImageView);

  return myImageView;
}
```",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,11,README
"Status
------
Version 4 is now released and stable. Updates are released periodically with new features and bug fixes.

Comments/bugs/questions/pull requests are always welcome! Please read [CONTRIBUTING.md][5] on how to report issues.",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,12,README
"Compatibility
-------------

 * **Minimum Android SDK**: Glide v4 requires a minimum API level of 14.
 * **Compile Android SDK**: Glide v4 requires you to compile against API 26 or later.

 If you need to support older versions of Android, consider staying on [Glide v3][14], which works on API 10, but is not actively maintained.

 * **OkHttp 3.x**: There is an optional dependency available called `okhttp3-integration`, see the [docs page][23].
 * **Volley**: There is an optional dependency available called `volley-integration`, see the [docs page][24].
 * **Round Pictures**: `CircleImageView`/`CircularImageView`/`RoundedImageView` are known to have [issues][18] with `TransitionDrawable` (`.crossFade()` with `.thumbnail()` or `.placeholder()`) and animated GIFs, use a [`BitmapTransformation`][19] (`.circleCrop()` will be available in v4) or `.dontAnimate()` to fix the issue.
 * **Huge Images** (maps, comic strips): Glide can load huge images by downsampling them, but does not support zooming and panning `ImageView`s as they require special resource optimizations (such as tiling) to work without `OutOfMemoryError`s.",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,13,README
"Build
-----
Building Glide with gradle is fairly straight forward:

```shell
git clone https://github.com/bumptech/glide.git
cd glide
./gradlew jar
```

**Note**: Make sure your *Android SDK* has the *Android Support Repository* installed, and that your `$ANDROID_HOME` environment
variable is pointing at the SDK or add a `local.properties` file in the root project with a `sdk.dir=...` line.",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,14,README
"Samples
-------
Follow the steps in the [Build](#build) section to set up the project and then:

```shell
./gradlew :samples:flickr:run
./gradlew :samples:giphy:run
./gradlew :samples:svg:run
./gradlew :samples:contacturi:run
```
You may also find precompiled APKs on the [releases page][1].",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,15,README
"Development
-----------
Follow the steps in the [Build](#build) section to setup the project and then edit the files however you wish.
[Android Studio][26] cleanly imports both Glide's source and tests and is the recommended way to work with Glide.",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,16,README
"To open the project in Android Studio:

1. Go to *File* menu or the *Welcome Screen*
2. Click on *Open...*
3. Navigate to Glide's root directory.
4. Select `setting.gradle`

For more details, see the [Contributing docs page][27].",0,0,0,0,1,0,0,usp,student_i,bumptech_glide.xlsx,17,README
"Getting Help
------------
To report a specific problem or feature request, [open a new issue on Github][5]. For questions, suggestions, or
anything else, email [Glide's discussion group][6], or join our IRC channel: [irc.freenode.net#glide-library][13].",0,0,0,1,0,0,0,usp,student_i,bumptech_glide.xlsx,18,README
"Contributing
------------
Before submitting pull requests, contributors must sign Google's [individual contributor license agreement][7].",1,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,19,README
"Thanks
------
* The **Android team** and **Jake Wharton** for the [disk cache implementation][8] Glide's disk cache is based on.
* **Dave Smith** for the [GIF decoder gist][9] Glide's GIF decoder is based on.
* **Chris Banes** for his [gradle-mvn-push][10] script.
* **Corey Hall** for Glide's [amazing logo][11].
* Everyone who has contributed code and reported issues!",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,20,README
"Author
------
Sam Judd - @sjudd on GitHub, @samajudd on Twitter",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,21,README
"License
-------
BSD, part MIT and Apache 2.0. See the [LICENSE][16] file for details.",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,22,README
"Disclaimer
---------
This is not an official Google product.

[1]: https://github.com/bumptech/glide/releases
[2]: https://github.com/bumptech/glide/wiki
[3]: https://bumptech.github.io/glide/ref/javadocs.html
[4]: https://www.jetbrains.com/idea/download/
[5]: https://github.com/bumptech/glide/blob/master/CONTRIBUTING.md
[6]: https://groups.google.com/forum/#!forum/glidelibrary
[7]: https://developers.google.com/open-source/cla/individual
[8]: https://github.com/JakeWharton/DiskLruCache
[9]: https://gist.github.com/devunwired/4479231
[10]: https://github.com/chrisbanes/gradle-mvn-push
[11]: static/glide_logo.png
[12]: https://github.com/bumptech/glide/wiki/Integration-Libraries
[13]: http://webchat.freenode.net/?channels=glide-library
[14]: https://github.com/bumptech/glide/tree/3.0
[15]: https://github.com/bumptech/glide/tree/master
[16]: https://github.com/bumptech/glide/blob/master/LICENSE
[17]: http://bumptech.github.io/glide/dev/snapshots.html
[18]: https://github.com/bumptech/glide/issues?q=is%3Aissue+CircleImageView+OR+CircularImageView+OR+RoundedImageView
[19]: https://github.com/wasabeef/glide-transformations
[20]: https://bumptech.github.io/glide/
[22]: https://muyangmin.github.io/glide-docs-cn/
[23]: http://bumptech.github.io/glide/int/okhttp3.html
[24]: http://bumptech.github.io/glide/int/volley.html
[25]: http://bumptech.github.io/glide/doc/download-setup.html#proguard
[26]: https://developer.android.com/studio/index.html
[27]: http://bumptech.github.io/glide/dev/contributing.html
[28]: http://bumptech.github.io/glide/doc/download-setup.html
",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,23,README
"# Contributing
Contributions of all types are welcome.
We use GitHub as our bug and feature tracker both for code and for other aspects of the library (documentation, the wiki, etc.).",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,2,CONTRIBUTING
"## Asking Questions
The best way to ask general questions is to send an email to our [mailing list][2], or join [#glide-library on freenode.org][3].",0,0,0,1,0,0,0,usp,student_i,bumptech_glide.xlsx,3,CONTRIBUTING
"## Filing issues
When in doubt, file an issue. We'd rather close a few duplicate issues than let a problem go unnoticed.
Similarly if you support a particular feature request, feel free to let us know by commenting on the issue or [subscribing][6] to the issue.",1,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,4,CONTRIBUTING
"To file a new issue, please use our issue template and fill out the template as much as possible (remove irrelevant parts).
The more information you can provide, the more likely we are to be able help.",1,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,5,CONTRIBUTING
"## Contributing code
Pull requests are welcome for all parts of the codebase, especially the integration libraries.
You can find instructions on building the project in [README.md][5].
Our code style is defined in Intellij project files in the repo and also by our Checkstyle config.",0,0,0,0,1,1,0,usp,student_i,bumptech_glide.xlsx,6,CONTRIBUTING
"If you'd like to submit code, but can't get the style checks to pass, feel free to put up your pull request anyway and we can help you fix the style issues.",0,0,1,0,0,1,1,usp,student_i,bumptech_glide.xlsx,7,CONTRIBUTING
"If you'd like to contribute code, you will need to sign [Google's individual contributor license agreement][4] which will be asked when you create the PR by [googlebot](https://github.com/googlebot) should you forget it.",0,0,0,0,0,0,1,usp,student_i,bumptech_glide.xlsx,8,CONTRIBUTING
"## Labels
Labels on issues are managed by contributors, you don't have to worry about them. Here's a list of what they mean:

 * **bug**: feature that should work, but doesn't
 * **enhancement**: minor tweak/addition to existing behavior
 * **feature**: new behavior, bigger than enhancement, it gives more bang to Glide
 * **question**: no need to modify Glide to fix the issue, usually a usage problem
 * **reproducible**: has enough information to very easily reproduce, mostly in form of a small project in a GitHub repo
 * **repro-needed**: we need some code to be able to reproduce and debug locally, otherwise there's not much we can do
 * **duplicate**: there's another issue which already covers/tracks this
 * **wontfix**: working as intended, or won't be fixed due to compatibility or other reasons
 * **invalid**: there isn't enough information to make a verdict, or unrelated to Glide
 * **non-library**: issue is not in the core library code, but rather in documentation, samples, build process, releases
 * **v4**: problem originated in v4, or question about v4 (while v3 is in wide use)

*bug + enhancement: feature that doesn't work, but it's an edge case that either has a workaround or doesn't affect many users*",0,0,0,0,0,1,1,usp,student_i,bumptech_glide.xlsx,9,CONTRIBUTING
"[1]: https://github.com/bumptech/glide/issues/new?body=**Glide%20Version**%3A%0A**Integration%20libraries**%3A%0A**Device/Android%20Version**%3A%0A**Issue%20details%20/%20Repro%20steps%20/%20Use%20case%20background**%3A%0A%0A**Glide%20load%20line**%3A%0A%60%60%60java%0AGlide.with%28...%29.....load%28...%29.....into%28...%29%3B%0A%60%60%60%0A%0A**Layout%20XML**%3A%0A%60%60%60xml%0A%3C...Layout%3E%0A%20%20%20%20%3CImageView%20android%3AscaleType%3D%22...%22%20...%20/%3E%0A%3C/..Layout%3E%0A%60%60%60%0A%0A**Stack%20trace%20/%20LogCat**%3A%0A%60%60%60ruby%0Apaste%20stack%20trace%20here%0A%60%60%60
[2]: https://groups.google.com/forum/#!forum/glidelibrary
[3]: http://webchat.freenode.net/?channels=glide-library
[4]: https://developers.google.com/open-source/cla/individual
[5]: https://github.com/bumptech/glide
[6]: https://help.github.com/articles/subscribing-to-conversations/
",0,0,0,0,0,0,0,usp,student_i,bumptech_glide.xlsx,10,CONTRIBUTING
"Thor
====

[![Gem Version](http://img.shields.io/gem/v/thor.svg)][gem]
[![Build Status](http://img.shields.io/travis/erikhuda/thor.svg)][travis]
[![Code Climate](http://img.shields.io/codeclimate/github/erikhuda/thor.svg)][codeclimate]
[![Coverage Status](http://img.shields.io/coveralls/erikhuda/thor.svg)][coveralls]",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,2,README
"[gem]: https://rubygems.org/gems/thor
[travis]: http://travis-ci.org/erikhuda/thor
[codeclimate]: https://codeclimate.com/github/erikhuda/thor
[coveralls]: https://coveralls.io/r/erikhuda/thor",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,3,README
"Description
-----------
Thor is a simple and efficient tool for building self-documenting command line
utilities.  It removes the pain of parsing command line options, writing
""USAGE:"" banners, and can also be used as an alternative to the [Rake][rake]
build tool.  The syntax is Rake-like, so it should be familiar to most Rake
users.",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,4,README
"Please note: Thor, by design, is a system tool created to allow seamless file and url
access, which should not receive application user input. It relies on [open-uri][open-uri],
which combined with application user input would provide a command injection attack
vector.",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,5,README
"[rake]: https://github.com/ruby/rake
[open-uri]: https://ruby-doc.org/stdlib-2.5.1/libdoc/open-uri/rdoc/index.html",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,6,README
"Installation
------------
    gem install thor",0,0,0,0,1,0,0,usp,student_i,erikhuda_thor.xlsx,7,README
"Usage and documentation
-----------------------
Please see the [wiki][] for basic usage and other documentation on using Thor. You can also checkout the [official homepage][homepage].",0,0,0,0,1,1,0,usp,student_i,erikhuda_thor.xlsx,8,README
"[wiki]: https://github.com/erikhuda/thor/wiki
[homepage]: http://whatisthor.com/",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,9,README
"Contributing
------------
If you would like to help, please read the [CONTRIBUTING][] file for suggestions.

[contributing]: CONTRIBUTING.md",1,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,10,README
"License
-------
Released under the MIT License.  See the [LICENSE][] file for further details.

[license]: LICENSE.md",0,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,11,README
"Pull Requests
-------------
Here are some reasons why a pull request may not be merged:

1. It hasn’t been reviewed.
2. It doesn’t include specs for new functionality.
3. It doesn’t include documentation for new functionality.
4. It changes behavior without changing the relevant documentation, comments, or specs.
5. It changes behavior of an existing public API, breaking backward compatibility.
6. It breaks the tests on a supported platform.
7. It doesn’t merge cleanly (requiring Git rebasing and conflict resolution).",1,0,0,0,0,1,0,usp,student_i,erikhuda_thor.xlsx,2,CONTRIBUTING
"If you would like to help in this process, you can start by evaluating open pull requests against the criteria above. For example, if a pull request does not include specs for new functionality, you can add a comment like: “If you would like this feature to be added to Thor, please add specs to ensure that it does not break in the future.” This will help move a pull request closer to being merged.",1,0,0,0,0,1,1,usp,student_i,erikhuda_thor.xlsx,3,CONTRIBUTING
Include this emoji in the top of your ticket to signal to us that you read this file: 🌈,1,0,0,0,0,0,0,usp,student_i,erikhuda_thor.xlsx,4,CONTRIBUTING
"# Capybara

[![Build Status](https://secure.travis-ci.org/teamcapybara/capybara.svg)](https://travis-ci.org/teamcapybara/capybara)
[![Build Status](https://ci.appveyor.com/api/projects/status/github/teamcapybara/capybara?svg=true)](https://ci.appveyor.com/api/projects/github/teamcapybara/capybara)",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,2,README
[![Code Climate](https://codeclimate.com/github/teamcapybara/capybara.svg)](https://codeclimate.com/github/teamcapybara/capybara),0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,3,README
[![Gitter](https://badges.gitter.im/Join%20Chat.svg)](https://gitter.im/jnicklas/capybara?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge),0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,4,README
[![SemVer](https://api.dependabot.com/badges/compatibility_score?dependency-name=capybara&package-manager=bundler&version-scheme=semver)](https://dependabot.com/compatibility-score.html?dependency-name=capybara&package-manager=bundler&version-scheme=semver),0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,5,README
"**Note** You are viewing the README for the development version of Capybara.  If you are using the current release version
you can find the README at https://github.com/teamcapybara/capybara/blob/3.15_stable/README.md",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,6,README
"Capybara helps you test web applications by simulating how a real user would
interact with your app. It is agnostic about the driver running your tests and
comes with Rack::Test and Selenium support built in. WebKit is supported
through an external gem.",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,7,README
"## Support Capybara

If you and/or your company find value in Capybara and would like to contribute financially to its ongoing maintenance and development, please visit
<a href=""https://www.patreon.com/capybara"">Patreon</a>",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,8,README
"**Need help?** Ask on the mailing list (please do not open an issue on
GitHub): http://groups.google.com/group/ruby-capybara",0,0,0,1,0,0,0,usp,student_i,jnicklas_capybara.xlsx,9,README
"## Table of contents

- [Key benefits](#key-benefits)
- [Setup](#setup)
- [Using Capybara with Cucumber](#using-capybara-with-cucumber)
- [Using Capybara with RSpec](#using-capybara-with-rspec)
- [Using Capybara with Test::Unit](#using-capybara-with-testunit)
- [Using Capybara with Minitest](#using-capybara-with-minitest)
- [Using Capybara with Minitest::Spec](#using-capybara-with-minitestspec)
- [Drivers](#drivers)
    - [Selecting the Driver](#selecting-the-driver)
    - [RackTest](#racktest)
    - [Selenium](#selenium)
    - [Apparition](#apparition)
    - [Capybara-webkit](#capybara-webkit)
    - [Poltergeist](#poltergeist)
- [The DSL](#the-dsl)
    - [Navigating](#navigating)
    - [Clicking links and buttons](#clicking-links-and-buttons)
    - [Interacting with forms](#interacting-with-forms)
    - [Querying](#querying)
    - [Finding](#finding)
    - [Scoping](#scoping)
    - [Working with windows](#working-with-windows)
    - [Scripting](#scripting)
    - [Modals](#modals)
    - [Debugging](#debugging)
- [Matching](#matching)
    - [Exactness](#exactness)
    - [Strategy](#strategy)
- [Transactions and database setup](#transactions-and-database-setup)
- [Asynchronous JavaScript (Ajax and friends)](#asynchronous-javascript-ajax-and-friends)
- [Using the DSL elsewhere](#using-the-dsl-elsewhere)
- [Calling remote servers](#calling-remote-servers)
- [Using sessions](#using-sessions)
- [XPath, CSS and selectors](#xpath-css-and-selectors)
- [Beware the XPath // trap](#beware-the-xpath--trap)
- [Configuring and adding drivers](#configuring-and-adding-drivers)
- [Gotchas:](#gotchas)
- [""Threadsafe"" mode](#threadsafe)
- [Development](#development)
",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,10,README
"## <a name=""key-benefits""></a>Key benefits

- **No setup** necessary for Rails and Rack application. Works out of the box.
- **Intuitive API** which mimics the language an actual user would use.
- **Switch the backend** your tests run against from fast headless mode
  to an actual browser with no changes to your tests.
- **Powerful synchronization** features mean you never have to manually wait
  for asynchronous processes to complete.",0,0,0,0,0,0,0,usp,student_i,jnicklas_capybara.xlsx,11,README
"## <a name=""setup""></a>Setup

Capybara requires Ruby 2.3.0 or later. To install, add this line to your
`Gemfile` and run `bundle install`:

```ruby
gem 'capybara'
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,12,README
"If the application that you are testing is a Rails app, add this line to your test helper file:

```ruby
require 'capybara/rails'
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,13,README
"If the application that you are testing is a Rack app, but not Rails, set Capybara.app to your Rack app:

```ruby
Capybara.app = MyRackApp
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,14,README
"If you need to test JavaScript, or if your app interacts with (or is located at)
a remote URL, you'll need to [use a different driver](#drivers).  If using Rails 5.0+, but not using the Rails system tests from 5.1, you'll probably also
want to swap the ""server"" used to launch your app to Puma in order to match Rails defaults.

```ruby
Capybara.server = :puma # Until your setup is working
Capybara.server = :puma, { Silent: true } # To clean up your test output
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,15,README
"## <a name=""using-capybara-with-cucumber""></a>Using Capybara with Cucumber

The `cucumber-rails` gem comes with Capybara support built-in. If you
are not using Rails, manually load the `capybara/cucumber` module:

```ruby
require 'capybara/cucumber'
Capybara.app = MyRackApp
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,16,README
"You can use the Capybara DSL in your steps, like so:

```ruby
When /I sign in/ do
  within(""#session"") do
    fill_in 'Email', with: 'user@example.com'
    fill_in 'Password', with: 'password'
  end
  click_button 'Sign in'
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,17,README
"You can switch to the `Capybara.javascript_driver` (`:selenium`
by default) by tagging scenarios (or features) with `@javascript`:

```ruby
@javascript
Scenario: do something Ajaxy
  When I click the Ajax link
  ...
```

There are also explicit tags for each registered driver set up for you (`@selenium`, `@rack_test`, etc).",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,18,README
"## <a name=""using-capybara-with-rspec""></a>Using Capybara with RSpec

Load RSpec 3.5+ support by adding the following line (typically to your
`spec_helper.rb` file):

```ruby
require 'capybara/rspec'
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,19,README
"If you are using Rails, put your Capybara specs in `spec/features` or `spec/system` (only works
if [you have it configured in
RSpec](https://www.relishapp.com/rspec/rspec-rails/docs/upgrade#file-type-inference-disabled))
and if you have your Capybara specs in a different directory, then tag the
example groups with `type: :feature` or `type: :system` depending on which type of test you're writing.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,20,README
"If you are not using Rails, tag all the example groups in which you want to use
Capybara with `type: :feature`.

You can now write your specs like so:

```ruby
describe ""the signin process"", type: :feature do
  before :each do
    User.make(email: 'user@example.com', password: 'password')
  end

  it ""signs me in"" do
    visit '/sessions/new'
    within(""#session"") do
      fill_in 'Email', with: 'user@example.com'
      fill_in 'Password', with: 'password'
    end
    click_button 'Sign in'
    expect(page).to have_content 'Success'
  end
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,21,README
"Use `js: true` to switch to the `Capybara.javascript_driver`
(`:selenium` by default), or provide a `:driver` option to switch
to one specific driver. For example:

```ruby
describe 'some stuff which requires js', js: true do
  it 'will use the default js driver'
  it 'will switch to one specific driver', driver: :webkit
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,22,README
"Capybara also comes with a built in DSL for creating descriptive acceptance tests:

```ruby
feature ""Signing in"" do
  background do
    User.make(email: 'user@example.com', password: 'caplin')
  end

  scenario ""Signing in with correct credentials"" do
    visit '/sessions/new'
    within(""#session"") do
      fill_in 'Email', with: 'user@example.com'
      fill_in 'Password', with: 'caplin'
    end
    click_button 'Sign in'
    expect(page).to have_content 'Success'
  end

  given(:other_user) { User.make(email: 'other@example.com', password: 'rous') }

  scenario ""Signing in as another user"" do
    visit '/sessions/new'
    within(""#session"") do
      fill_in 'Email', with: other_user.email
      fill_in 'Password', with: other_user.password
    end
    click_button 'Sign in'
    expect(page).to have_content 'Invalid email or password'
  end
end
```
",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,23,README
"`feature` is in fact just an alias for `describe ..., type: :feature`,
`background` is an alias for `before`, `scenario` for `it`, and
`given`/`given!` aliases for `let`/`let!`, respectively.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,24,README
"Finally, Capybara matchers are also supported in view specs:

```ruby
RSpec.describe ""todos/show.html.erb"", type: :view do
  it ""displays the todo title"" do
    assign :todo, Todo.new(title: ""Buy milk"")

    render

    expect(rendered).to have_css(""header h1"", text: ""Buy milk"")
  end
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,25,README
"**Note: When you require 'capybara/rspec' proxy methods are installed to work around name collisions between Capybara::DSL methods
  `all`/`within` and the identically named built-in RSpec matchers. If you opt not to require 'capybara/rspec' you can install the proxy methods by requiring 'capybara/rspec/matcher_proxies' after requiring RSpec and 'capybara/dsl'**",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,26,README
"## <a name=""using-capybara-with-testunit""></a>Using Capybara with Test::Unit

* If you are using `Test::Unit`, define a base class for your Capybara tests
  like so:

    ```ruby
    require 'capybara/dsl'

    class CapybaraTestCase < Test::Unit::TestCase
      include Capybara::DSL

      def teardown
        Capybara.reset_sessions!
        Capybara.use_default_driver
      end
    end
    ```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,27,README
"## <a name=""using-capybara-with-minitest""></a>Using Capybara with Minitest

* If you are using Rails, add the following code in your `test_helper.rb`
    file to make Capybara available in all test cases deriving from
    `ActionDispatch::IntegrationTest`:

    ```ruby
    require 'capybara/rails'
    require 'capybara/minitest'

    class ActionDispatch::IntegrationTest
      # Make the Capybara DSL available in all integration tests
      include Capybara::DSL
      # Make `assert_*` methods behave like Minitest assertions
      include Capybara::Minitest::Assertions

      # Reset sessions and driver between tests
      # Use super wherever this method is redefined in your individual test classes
      def teardown
        Capybara.reset_sessions!
        Capybara.use_default_driver
      end
    end
    ```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,28,README
"* If you are not using Rails, define a base class for your Capybara tests like
  so:

    ```ruby
    require 'capybara/minitest'

    class CapybaraTestCase < Minitest::Test
      include Capybara::DSL
      include Capybara::Minitest::Assertions

      def teardown
        Capybara.reset_sessions!
        Capybara.use_default_driver
      end
    end
    ```

    Remember to call `super` in any subclasses that override
    `teardown`.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,29,README
"To switch the driver, set `Capybara.current_driver`. For instance,

```ruby
class BlogTest < ActionDispatch::IntegrationTest
  setup do
    Capybara.current_driver = Capybara.javascript_driver # :selenium by default
  end

  test 'shows blog posts' do
    # ... this test is run with Selenium ...
  end
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,30,README
"## <a name=""using-capybara-with-minitestspec""></a>Using Capybara with Minitest::Spec

Follow the above instructions for Minitest and additionally require capybara/minitest/spec

```ruby
page.must_have_content('Important!')
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,31,README
"## <a name=""drivers""></a>Drivers

Capybara uses the same DSL to drive a variety of browser and headless drivers.

### <a name=""selecting-the-driver""></a>Selecting the Driver

By default, Capybara uses the `:rack_test` driver, which is fast but limited: it
does not support JavaScript, nor is it able to access HTTP resources outside of
your Rack application, such as remote APIs and OAuth services. To get around
these limitations, you can set up a different default driver for your features.
For example if you'd prefer to run everything in Selenium, you could do:

```ruby
Capybara.default_driver = :selenium # :selenium_chrome and :selenium_chrome_headless are also registered
```
",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,32,README
"However, if you are using RSpec or Cucumber, you may instead want to consider
leaving the faster `:rack_test` as the __default_driver__, and marking only those
tests that require a JavaScript-capable driver using `js: true` or
`@javascript`, respectively.  By default, JavaScript tests are run using the
`:selenium` driver. You can change this by setting
`Capybara.javascript_driver`.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,33,README
"You can also change the driver temporarily (typically in the Before/setup and
After/teardown blocks):

```ruby
Capybara.current_driver = :webkit # temporarily select different driver
# tests here
Capybara.use_default_driver       # switch back to default driver
```

**Note**: switching the driver creates a new session, so you may not be able to
switch in the middle of a test.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,34,README
"### <a name=""racktest""></a>RackTest

RackTest is Capybara's default driver. It is written in pure Ruby and does not
have any support for executing JavaScript. Since the RackTest driver interacts
directly with Rack interfaces, it does not require a server to be started.
However, this means that if your application is not a Rack application (Rails,
Sinatra and most other Ruby frameworks are Rack applications) then you cannot
use this driver. Furthermore, you cannot use the RackTest driver to test a
remote application, or to access remote URLs (e.g., redirects to external
sites, external APIs, or OAuth services) that your application might interact
with.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,35,README
"[capybara-mechanize](https://github.com/jeroenvandijk/capybara-mechanize)
provides a similar driver that can access remote servers.",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,36,README
"RackTest can be configured with a set of headers like this:

```ruby
Capybara.register_driver :rack_test do |app|
  Capybara::RackTest::Driver.new(app, headers: { 'HTTP_USER_AGENT' => 'Capybara' })
end
```",0,0,0,0,1,0,0,usp,student_i,jnicklas_capybara.xlsx,37,README
